c,Rg
0,2.61589499632535
1,2.7744451826085874
2,2.321475898345706
3,1.6119900243487861
4,2.4741941520826534
5,2.2821727162947156
6,2.020127507782615
7,1.9909509623795358
8,2.149947903485105
9,2.0558748510062568
10,2.189938598431472
11,2.1633463920740943
12,1.5379565285794004
13,2.236072458441363
14,2.487254910961078
15,1.9399503865820897
16,3.077356256561791
17,2.331513643301278
18,2.383471808853631
19,2.538160747253806
20,1.8063361947876702
21,1.8079573652052752
22,1.971767028429069
23,2.4398476445261905
24,2.311966047285297
25,2.2218347188078593
26,2.349793089805994
27,2.3409308496835184
28,1.8027811916314194
29,2.3500471062087245
30,2.0503066479187937
31,1.7250397831934197
32,1.7566105083654713
33,1.594406764317061
34,2.715518057130168
35,1.9500058331451218
