c,Rg
0,1.9925320436821086
1,2.2515367884180795
2,2.183689080020322
3,1.9925136201542009
4,2.1243312291165894
5,2.64419181418444
6,2.171814717557646
7,2.8090350496033336
8,2.3960876889003875
9,2.380788807538375
10,1.9599145262485298
11,2.11204028515083
12,2.5347632686899972
13,2.1785378616172824
14,2.526859755447461
15,2.4572004961337606
16,2.557007382957664
17,2.2708257315346767
18,1.6332424780478865
19,2.0267670505511974
20,2.0099454410754536
21,2.2062030351941773
22,2.2118852667577493
23,2.318222996974191
24,1.6030830453223566
25,2.7157448412912433
26,2.414602942783761
27,2.2405246857823276
28,2.721529059940386
29,1.884233271625358
30,1.7606556753948228
31,2.2031575337909906
32,2.403702602070398
33,2.2631086198192083
34,2.1835315459365363
35,2.49995669698497
