c,Rg
0,5.200961449578338
1,5.29942568243956
2,4.312133830332728
3,4.738643839844898
4,4.157808244027134
5,4.657515014876496
6,4.275048337247194
7,4.992658935146683
8,4.69701699871312
9,4.691158545359557
10,4.860698084524485
11,4.371162796693804
12,3.8708896042899497
13,3.7934380689026677
14,3.470690843391269
15,4.405255885870877
16,3.897668239935257
17,3.7468368979313738
18,3.1862641400863168
19,3.805528039536695
20,3.9897239023396094
21,3.8073875947951503
22,4.435779111373785
23,5.238909706217507
24,4.402806201605971
25,3.6054869847081683
26,4.418640875880276
27,4.796381566316425
28,4.523007785898671
29,4.072802450254616
30,4.94001491076697
31,4.418908692675149
32,5.231050557431079
33,2.6427969218992216
34,5.178350717863749
35,5.61667870600589
