c,Rg
0,2.350336435917207
1,2.778513453431529
2,1.84901297707723
3,2.660661501826191
4,2.8361712020609757
5,2.4975193552202954
6,2.0653948028403675
7,3.084897578137725
8,2.3946279231855625
9,1.8083483396182276
10,2.261305955261251
11,2.4140538062354784
12,2.145708572150467
13,1.9468541693973895
14,1.8314174076654397
15,1.780503100081547
16,2.3881509857837715
17,2.642961628798269
18,3.0409785336466943
19,2.4608466140944256
20,2.4976598887959107
21,2.1997721502692045
22,2.054723103340204
23,2.788428115103562
24,2.1354050217464597
25,1.8324889499530412
26,1.6034348011066741
27,1.9805966492196234
28,2.0706972370436003
29,2.3976696144590064
30,2.190416496901902
31,2.6213750629011483
32,2.0278856967048218
33,1.8524438264357705
34,2.4127095885746384
35,2.171559290855306
