c,x,y,z
0,3.35565,6.69197,11.15514
1,0.0876,1.73986,10.13868
2,0.47268,2.39399,6.85952
3,6.21038,1.59156,11.97197
4,1.13755,2.739,9.91662
5,1.36063,1.33834,12.7364
6,6.21701,2.5,7.16682
7,0.52216,0.5,10.54391
8,4.5,7.00814,11.64629
9,5.78962,1.09835,11.71294
10,2.45167,0.53425,11.02545
11,3.10601,2.92191,8.11602
12,2.60553,6.54939,16.61693
13,0.95207,4.52027,5.80744
14,1.9631,6.40844,14.83167
15,6.1585,5.8415,8.01061
16,5.38067,7.29729,15.33521
17,5.45958,5.69091,8.4958
18,4.40844,2.84342,13.23996
19,4.52196,1.01403,13.62041
20,0.83688,5.86747,8.9155
21,1.45492,3.88195,9.08215
22,1.5,5.6884,8.31288
23,4.72066,3.55013,10.93151
24,5.75654,7.18945,10.09935
25,3.0,6.09437,11.92591
26,0.13679,6.37287,12.22963
27,3.1585,2.40521,9.2082
28,2.6884,4.78113,9.09928
29,3.10601,3.77742,4.86422
30,2.21038,1.5,14.58191
31,6.3116,2.92195,5.27328
32,4.37977,4.26146,9.80686
33,6.08364,4.76504,5.4057
34,2.26454,3.6884,7.14303
35,5.1884,5.59826,10.07451
