c,x,y,z
0,1.25682,2.19114,8.55051
1,6.19588,1.35649,10.27203
2,2.55091,0.97338,16.06777
3,0.90862,6.34445,16.9066
4,0.62713,7.22907,4.90022
5,1.68357,4.79989,20.09581
6,3.66708,2.69337,11.66869
7,3.23342,5.32838,7.03732
8,0.19042,6.39756,19.66203
9,0.29323,4.94689,15.8331
10,4.34171,3.28715,5.68868
11,0.64371,0.46654,6.94913
12,1.93361,1.01144,5.22675
13,5.36696,1.87415,0.8581
14,3.5,5.27283,16.00483
15,5.90013,2.62056,13.25388
16,3.3998,7.28615,11.35002
17,5.39935,5.8806,18.25623
18,0.04678,1.50201,1.91539
19,4.33708,5.64401,10.09981
20,2.7391,6.09981,13.84892
21,7.28136,3.79246,9.58952
22,1.38254,3.95743,12.19678
23,3.30125,2.89756,8.31074
24,1.2622,3.01678,17.0
25,0.09512,2.3116,14.48012
26,6.7131,3.9616,5.55709
27,3.62556,5.12367,5.90216
28,1.93222,2.99782,18.86927
29,2.6895,0.77935,12.39252
30,5.5,2.87049,3.24792
31,3.86747,1.62995,2.489
32,4.78962,3.47369,8.30734
33,3.06173,2.44582,16.04612
34,6.77154,6.11724,13.33777
35,5.0848,1.703,18.65001
