c,x,y,z
0,1.97019,6.46254,18.15676
1,4.73854,2.32498,9.36008
2,1.7254,2.15718,16.85407
3,1.11412,3.92694,17.56285
4,2.35463,6.50678,13.04018
5,0.9893,0.98251,3.03523
6,3.38735,2.96405,1.10076
7,1.70251,5.65021,19.16376
8,4.28113,1.35367,2.84292
9,6.55922,0.13848,2.14978
10,4.34455,5.94057,4.95254
11,6.82342,1.95781,2.51457
12,6.61864,4.1932,5.0
13,6.73259,6.14687,6.31648
14,5.32092,1.10732,16.20229
15,4.85615,4.2295,19.19115
16,2.12585,7.47055,9.74852
17,7.01818,3.34814,0.40578
18,6.81585,3.74995,6.21784
19,2.31539,0.62048,6.56285
20,3.60482,6.23902,15.12919
21,6.35282,6.1539,8.40019
22,2.79564,2.16292,7.49028
23,4.81011,6.84168,12.05234
24,1.53477,5.23342,9.13881
25,0.31772,2.79295,12.14527
26,0.82653,4.40332,14.34761
27,3.40084,4.33545,2.44779
28,1.85548,7.02104,14.45812
29,3.14254,1.73918,10.12349
30,4.18232,2.78551,13.29561
31,1.14679,5.84261,3.34315
32,2.28113,2.09835,0.3668
33,5.55208,4.97151,17.0518
34,7.44682,1.73146,9.81399
35,7.18221,3.39518,12.84772
