c,x,y,z
0,3.24134,2.34356,16.34784
1,4.8116,5.76658,12.92869
2,0.61466,3.66292,1.38913
3,2.64239,5.26443,11.91382
4,3.25797,0.63399,11.74367
5,1.60677,2.88552,8.61768
6,6.45538,3.11379,3.80571
7,3.39399,1.98936,15.88287
8,1.15593,4.29749,17.87424
9,7.22075,3.0926,18.80869
10,0.55724,6.4579,4.85252
11,3.16025,6.87368,9.29005
12,4.5624,5.66166,3.19414
13,4.73701,3.72766,4.94865
14,3.87792,6.17428,17.81529
15,1.58309,0.85448,11.00759
16,5.63787,3.5721,8.10277
17,7.20069,0.47635,20.32634
18,6.37287,0.73866,10.04724
19,0.88264,2.36412,3.7545
20,6.33743,5.07741,12.64171
21,5.15266,4.70349,7.1058
22,4.45879,1.38964,4.59046
23,3.4546,0.89335,4.30648
24,4.75274,1.71887,13.42803
25,5.58819,3.0,10.85986
26,7.41081,0.33414,16.53725
27,4.0,3.72025,1.44973
28,7.33657,0.28951,17.09291
29,2.58533,4.05311,13.44925
30,0.30782,6.62134,8.14008
31,1.41847,5.61746,2.04746
32,2.15418,3.61036,10.65144
33,1.22182,4.85612,15.50986
34,2.02276,5.9268,15.05135
35,1.65545,4.07323,6.85391
