c,x,y,z
0,5.22597,3.99146,15.35665
1,3.38964,3.78679,7.20279
2,3.3243,5.62731,19.72223
3,0.47635,2.731,15.75793
4,0.17658,0.3545,10.69656
5,2.67528,3.02504,2.93778
6,1.33497,1.68555,1.49047
7,6.37287,1.44997,17.85028
8,6.0107,6.51305,17.95905
9,2.44987,2.11301,17.0532
10,6.31274,5.32406,6.86668
11,4.28135,6.30312,8.18717
12,3.49902,3.84714,3.99526
13,1.78989,5.64726,4.65216
14,3.90165,0.22858,13.11843
15,3.92948,7.07488,11.85857
16,4.7086,7.15995,5.34239
17,5.44792,3.23037,19.55292
18,4.10247,2.20054,7.60076
19,4.84151,6.05311,2.01583
20,6.59627,2.51989,12.98915
21,0.97999,4.8116,5.83747
22,0.64975,5.64374,2.60028
23,2.57942,1.28395,5.09782
24,4.12951,2.5,12.70424
25,0.69344,3.76658,10.44925
26,0.55121,0.70462,18.7572
27,0.56321,4.65728,18.67885
28,1.45351,0.30204,15.70443
29,5.91062,4.69445,13.44949
30,3.20129,2.0457,9.14609
31,3.78962,0.511,18.01685
32,3.12585,5.3048,12.41083
33,4.05587,4.57418,17.0
34,5.82385,0.20717,10.59091
35,0.18939,1.94939,7.60124
