c,x,y,z
0,4.71887,5.31471,16.75328
1,4.84521,1.56812,8.08722
2,6.9973,2.17615,19.82377
3,2.57111,0.20792,16.99764
4,0.69228,1.98647,10.62907
5,0.18062,3.77742,3.55075
6,4.48063,3.12585,1.87727
7,4.92512,6.95397,20.01479
8,5.44427,1.84921,3.4636
9,1.42807,5.24485,0.20041
10,1.16292,5.36603,5.45333
11,1.41139,2.05221,1.09752
12,6.5832,5.91898,3.67228
13,5.06652,0.01053,7.10076
14,1.94609,1.90026,16.68348
15,6.33799,5.05061,13.47182
16,1.23372,0.4163,9.7091
17,5.29625,3.14506,0.27146
18,3.27234,6.2874,7.51995
19,2.60915,7.16889,3.46883
20,2.35812,1.69358,14.90303
21,3.77488,4.67755,5.25633
22,5.49902,3.69297,6.38719
23,2.01877,2.7203,7.34856
24,2.23342,4.48146,7.50458
25,5.11485,4.13333,10.7971
26,3.49168,2.09468,12.80586
27,2.63991,5.603,0.92584
28,2.95781,5.18016,15.68022
29,7.25861,3.55238,9.84772
30,0.20545,7.25,13.34044
31,6.79232,6.63973,2.0
32,3.89399,1.34749,19.08594
33,0.27802,5.99082,17.01981
34,0.96686,0.94689,11.84916
35,5.5848,2.83834,10.60124
