c,x,y,z
0,3.26146,5.76245,8.87593
1,0.44125,1.26146,9.34203
2,0.44125,3.02201,10.04292
3,5.71038,1.89399,8.86676
4,1.40844,2.6884,10.01404
5,1.40844,1.17937,10.61041
6,6.12762,3.40521,9.34203
7,6.31472,1.13253,9.75859
8,4.3116,6.5,10.0
9,5.3116,0.59156,9.30253
10,2.36063,1.26146,10.53154
11,3.3503,2.5,9.44791
12,2.19978,7.33657,11.3476
13,0.62954,3.63937,10.01276
14,2.66839,7.07776,11.39921
15,0.59156,4.48115,9.96057
16,6.13557,2.28732,10.78049
17,6.07442,5.38964,8.83675
18,4.88281,3.0612,10.68198
19,4.01981,0.59156,9.89972
20,0.8247,6.95322,10.05261
21,2.05311,3.60199,10.20859
22,1.6884,5.0,9.21662
23,5.10601,3.87038,10.51439
24,6.21038,6.74229,9.29554
25,3.54508,0.452,10.75387
26,0.27802,6.61536,11.389
27,2.40844,3.19807,10.35832
28,2.43496,5.3116,10.38961
29,3.10988,4.5,9.02309
30,4.11805,1.54508,9.79851
31,5.78962,5.03038,8.98542
32,4.65545,4.40844,10.2495
33,0.4069,5.8415,9.09799
34,3.45492,3.18166,9.61039
35,4.54833,5.54665,10.53154
