c,Rg
0,1.961773113945647
1,1.9421084277918161
2,2.411512530301263
3,3.0980164995525765
4,2.0986191850357225
5,1.5623228480054947
6,2.701501479714568
7,2.664218587597497
8,2.868565690131568
9,1.812059215947426
10,1.9311683021425143
11,1.6886096843557423
12,2.7362052911468466
13,2.283818666729038
14,1.9890992070030094
15,2.181971536157152
16,2.4462587803828115
17,1.668457257378804
18,2.3750231084349473
19,1.9686970733711164
20,2.193389204040177
21,2.2109912802632214
22,2.013759151735877
23,1.7257968613657864
24,2.6375620973542975
25,2.223917589210535
26,2.4716138132200185
27,1.9331817513622458
28,1.7090516347963274
29,2.3995159107411643
30,2.408590687975024
31,2.828419987112946
32,2.07688274998855
33,2.2875860806972925
34,2.2474566519512678
35,2.2887014568527717
