c,Rg
0,1.7378553505398544
1,2.1323540059990043
2,2.1578154752897665
3,1.8548998431451762
4,2.681569731370042
5,1.6377582249221039
6,2.7346008067540675
7,2.1770931352149354
8,2.9033986837842303
9,2.395208887654687
10,2.130262302205998
11,2.4881205289535315
12,1.962073871901871
13,1.857267312182067
14,2.6667401009659715
15,1.8991892282234544
16,2.4723085443366486
17,2.4217222172866983
18,2.5024909266768587
19,2.4730026533548237
20,2.0237863848983664
21,2.1359211328604806
22,1.946435839528239
23,2.049154576038616
24,1.7999982234435676
25,2.563876229734969
26,1.7573183730900899
27,2.29772267989416
28,2.03578360099987
29,2.4916420278402756
30,2.4513325143888576
31,2.3883352895479306
32,1.9781916246410511
33,1.991380884938891
34,2.1911432261036703
35,1.7813833201195075
