c,x,y,z
0,4.36462,6.20024,14.94031
1,2.5941,5.65029,7.20084
2,1.69876,3.53557,0.65185
3,1.44582,2.85049,15.7586
4,2.13534,3.43724,10.25148
5,6.74919,2.28891,2.75208
6,5.0,4.5,1.70132
7,0.4757,1.38964,17.85028
8,4.80522,5.30584,19.52034
9,2.76005,5.86627,19.42855
10,5.93388,6.72196,6.24912
11,1.31083,5.67554,8.44973
12,2.81684,2.60601,4.58753
13,3.16884,6.548,4.74487
14,3.0,0.68337,11.45812
15,4.73854,6.58142,11.13687
16,5.09577,1.0565,3.95604
17,5.79168,1.79406,18.39924
18,5.52251,7.42224,7.52615
19,4.98075,0.5049,1.06574
20,6.64085,3.66121,13.65144
21,0.42891,6.11321,5.24672
22,6.91665,3.73854,5.758
23,1.77639,2.23994,4.73863
24,2.60011,2.6757,11.26965
25,2.65749,4.04097,10.59266
26,1.65545,3.72071,18.54145
27,0.17827,6.61286,19.05954
28,2.5959,7.25,15.5
29,0.68861,4.80287,12.19705
30,4.06645,4.50532,11.04898
31,5.85475,4.39518,19.82088
32,4.40636,4.0,12.27036
33,3.61036,2.60601,16.71014
34,0.0765,1.67038,12.29357
35,2.74995,2.67661,7.80151
