c,x,y,z
0,0.5,0.5,10.0
1,0.5,1.5,10.0
2,0.5,2.5,10.0
3,0.5,3.5,10.0
4,0.5,4.5,10.0
5,0.5,5.5,10.0
6,0.5,6.5,10.0
7,1.5,0.5,10.0
8,1.5,1.5,10.0
9,1.5,2.5,10.0
10,1.5,3.5,10.0
11,1.5,4.5,10.0
12,1.5,5.5,10.0
13,1.5,6.5,10.0
14,2.5,0.5,10.0
15,2.5,1.5,10.0
16,2.5,2.5,10.0
17,2.5,3.5,10.0
18,2.5,4.5,10.0
19,2.5,5.5,10.0
20,2.5,6.5,10.0
21,3.5,0.5,10.0
22,3.5,1.5,10.0
23,3.5,2.5,10.0
24,3.5,3.5,10.0
25,3.5,4.5,10.0
26,3.5,5.5,10.0
27,3.5,6.5,10.0
28,4.5,0.5,10.0
29,4.5,1.5,10.0
30,4.5,2.5,10.0
31,4.5,3.5,10.0
32,4.5,4.5,10.0
33,4.5,5.5,10.0
34,4.5,6.5,10.0
35,5.5,0.5,10.0
