c,Rg
0,2.0225387844983342
1,1.6266110698319989
2,1.9455411840667887
3,2.5446820291344854
4,2.0750573268948496
5,2.5309038080693624
6,3.0942076065771666
7,2.632775487313721
8,1.9732708994458923
9,1.8757648676206728
10,1.957993150651963
11,2.087148247585686
12,1.767134419109084
13,2.3088879657099
14,2.2513320121430334
15,2.39323058366719
16,2.126253564323879
17,1.84799123217617
18,2.190701086433291
19,2.876444853286779
20,2.3519879968018547
21,2.174881926841087
22,2.1810939010734955
23,2.6512374229593245
24,1.9904786523346587
25,2.0555044869082626
26,2.027003319730878
27,2.018411537670155
28,2.5004038020087873
29,2.3620094080041256
30,2.450298952046464
31,2.9036723203729444
32,1.3946780544627497
33,3.0336963899507143
34,2.336061232095597
35,1.8625229189193888
