c,Rg
0,4.430182400308141
1,4.824012083007256
2,4.206905085273497
3,4.757689620876922
4,5.122728768595894
5,4.369990812816429
6,3.905824791270085
7,5.290775309215087
8,4.81378365285562
9,4.80123785803203
10,3.591909754601304
11,4.530933345481921
12,3.566107335583157
13,3.84837400791555
14,3.1681841486567666
15,3.9357045713442473
16,3.3352876194715204
17,3.809447234416038
18,3.1584256946934817
19,3.500095544995879
20,4.147347887132209
21,4.547129898848283
22,4.244343141523786
23,4.689161188848171
24,5.217969676013842
25,4.789322636981141
26,4.57409895135643
27,4.304408646748123
28,4.918660777345801
29,2.729171815258248
30,3.693179720254621
31,2.8949613100696183
32,4.238761468648596
33,3.22746178508747
34,4.335310852914702
35,4.545283128970076
