c,x,y,z
0,1.55856,3.0,18.20132
1,4.93376,4.29837,6.86267
2,5.83751,2.62682,2.69752
3,4.74995,5.08858,19.75544
4,1.56258,6.30541,10.74377
5,1.78962,1.61982,3.70861
6,1.80097,5.98374,4.30458
7,5.58094,7.44032,19.89213
8,1.44354,0.69806,20.11939
9,4.51653,3.27075,20.17366
10,3.57048,6.1467,9.68987
11,3.95741,3.24346,6.47663
12,7.02989,7.23819,2.75328
13,0.37672,1.60626,6.44973
14,6.32174,2.09437,13.95552
15,2.55208,4.34932,13.1506
16,1.38964,2.0515,8.22604
17,3.67914,0.82653,2.70623
18,3.91123,5.925,8.47055
19,2.59579,1.19302,4.05561
20,2.9149,3.0,15.1489
21,5.98796,1.22213,5.94333
22,7.33185,5.33972,6.02735
23,4.01996,0.47899,4.85223
24,4.16143,4.55208,10.44322
25,5.56638,0.03642,7.60076
26,0.00617,2.10515,14.55324
27,0.844,7.20686,18.6529
28,3.34718,6.60708,14.98077
29,1.77768,5.2442,10.5
30,6.08433,6.79493,12.95034
31,2.19309,4.89399,1.06771
32,0.98584,5.47945,16.95388
33,2.08461,3.16676,16.40644
34,3.5,1.31482,12.65072
35,4.10909,2.22258,10.89924
