c,x,y,z
0,2.72766,5.56251,13.19414
1,6.80673,4.14871,11.89573
2,6.3885,2.24744,0.58053
3,3.40242,2.0,11.70927
4,3.47516,1.34687,16.99173
5,4.1757,0.73873,7.54624
6,6.05878,3.63998,2.35455
7,3.71887,6.90852,14.28396
8,2.24272,4.03106,17.79576
9,5.67432,5.26606,20.20215
10,7.14672,6.05852,17.7545
11,4.16087,4.57048,7.39874
12,2.34234,4.65545,0.85511
13,5.36351,3.96421,3.94865
14,3.83211,2.29749,19.29093
15,5.42165,5.44354,12.29193
16,2.8542,7.33657,4.48316
17,1.62444,1.45351,2.20046
18,6.19588,1.69991,10.47225
19,3.3598,4.85766,3.90022
20,5.85403,1.0,14.54093
21,7.44682,4.34915,9.1956
22,2.31643,3.17236,7.63261
23,6.7284,7.29031,9.36398
24,0.30432,4.75666,13.3044
25,5.44231,6.04903,8.98867
26,1.59738,5.84795,15.12602
27,0.83935,0.07196,1.34856
28,6.05411,4.0,16.94133
29,1.5434,3.67123,17.09978
30,0.43767,1.57606,8.21274
31,3.12585,7.11454,4.15108
32,4.03255,4.20739,10.19849
33,2.43308,6.50016,17.70424
34,1.06034,2.10601,14.21364
35,1.96517,2.23393,7.30828
