c,Rg
0,2.0638618878694377
1,1.925802143757245
2,1.9374115271154966
3,1.6617480153440833
4,1.5939960576488261
5,2.145655795531986
6,2.712453606792197
7,2.5875121203774096
8,1.8197811296966457
9,2.2339974410683645
10,2.4753324635288894
11,1.8066829449850907
12,2.2193725546874727
13,2.0466995626373694
14,1.9351308063280892
15,2.138257719289235
16,3.1408040522293015
17,2.442545941533137
18,2.412525053154889
19,2.572560656738729
20,2.380804799600337
21,2.0215925809865847
22,1.8473095393571701
23,2.2678498497255064
24,2.9511604455535796
25,2.1046872962271617
26,2.271766463283583
27,2.1035839587713157
28,2.1808128223439995
29,2.758358179279841
30,1.8304162902738819
31,1.998133906373644
32,2.2386802952185914
33,2.463817508278566
34,2.498845843884732
35,2.7155170879594923
