c,Rg
0,2.5762224418322264
1,2.620567395603479
2,1.9977115668684506
3,2.5728591181990517
4,2.501907311892269
5,2.682297851283485
6,1.7502517856868482
7,2.593217598293672
8,2.4903407666622654
9,1.7323049609696326
10,2.8024876615071834
11,2.1856263268225886
12,1.790905869218145
13,2.1957190965603957
14,1.826585106339149
15,1.9937619702461977
16,2.2536792922019764
17,2.3081339768956224
18,2.438939009200517
19,2.235102231867706
20,1.9851921561652415
21,1.8992487152555872
22,2.808869924418003
23,2.4255656466482205
24,1.8162441237344722
25,2.7646679819464763
26,1.8812911906719807
27,2.415078531331849
28,1.9232542925988751
29,2.325399361679623
30,2.1692176816769684
31,2.4162305901548384
32,2.6274853994456375
33,2.58927118494761
34,2.405230102942336
35,1.7627642905958811
