c,Rg
0,1.617952934451432
1,2.586891590248807
2,2.4348349399908
3,2.2819826187988372
4,2.349743799566242
5,2.1971590681150053
6,1.4525845043920853
7,2.583029016097187
8,2.432771068062098
9,2.816056075063137
10,2.0176666896194724
11,2.0033811802550208
12,2.0898670308419147
13,1.711077222833616
14,1.9885952306339267
15,2.1654941572075415
16,2.0566333228118228
17,2.1979374612577125
18,2.2045253775359446
19,1.8930061595515213
20,2.2346986284955745
21,2.5801516526359456
22,2.552544329507325
23,2.174757322691431
24,2.2149597343066985
25,2.860457920788208
26,2.442106715338214
27,2.5440110227945163
28,2.2567513841803666
29,2.6274983675542023
30,3.2381781830683742
31,2.2893569554134623
32,2.156354094113488
33,1.562128762074369
34,2.762513337397668
35,1.903950859318591
