c,x,y,z
0,0.73823,0.70251,16.14917
1,2.99817,6.97373,9.44925
2,3.29359,2.95374,17.85561
3,2.76516,5.70588,16.69642
4,1.71362,6.63594,14.44949
5,1.86747,1.77433,1.60124
6,4.26208,4.0,4.60076
7,7.24139,6.85262,19.09926
8,5.32864,0.17658,2.95371
9,3.81005,0.73857,2.55897
10,0.22377,7.43406,4.85094
11,4.87015,4.69991,0.98712
12,4.91333,4.34604,3.0024
13,3.34557,6.04227,6.09311
14,5.09651,4.78962,15.5
15,3.66292,2.23342,17.39827
16,2.23632,1.11412,9.36008
17,4.54915,4.38068,20.20113
18,7.41599,3.31539,5.30734
19,3.57574,2.86164,8.69973
20,2.11509,6.47051,15.38633
21,0.87597,5.61821,6.3017
22,3.10223,3.60675,6.98039
23,4.33708,0.24466,12.7545
24,2.90053,4.87199,12.29206
25,7.298,5.57253,11.94961
26,3.75654,3.64811,11.39098
27,3.5,3.51249,0.79075
28,6.60187,3.07704,16.43923
29,2.02288,3.55013,8.74732
30,2.66251,2.71887,14.84772
31,7.47145,5.8671,1.99757
32,2.6664,3.42962,3.25506
33,6.63604,7.31936,13.59981
34,5.93719,3.28113,10.70229
35,4.92261,2.55646,13.54188
