c,Rg
0,2.8731627743829624
1,4.017692270993387
2,3.494898300694886
3,4.569291658375508
4,3.8345119524262796
5,3.6309775961440467
6,3.6945423113695695
7,4.50066573325547
8,2.864565210673341
9,4.243781831161917
10,3.388368966036609
11,3.557364655879405
12,2.1909973685287714
13,2.7624698567767214
14,3.4421671978566057
15,3.879103076975398
16,1.968776817747507
17,2.4179111485329643
18,3.538614318811814
19,2.2112679163321656
20,3.468840699643038
21,3.5514897300287944
22,3.7693668723274993
23,4.032443460707167
24,4.247041663028513
25,3.3352315911942303
26,3.6554308076340343
27,3.3244394343858934
28,3.369667275058474
29,3.267599184064655
30,4.074920838053178
31,4.039189782295454
32,3.7619932240768326
33,2.0221239220186282
34,3.6737288980135703
35,3.14756406160383
