c,x,y,z
0,1.32214,1.75692,19.32626
1,6.45538,7.04864,8.89728
2,6.02808,2.91404,2.43923
3,5.12025,4.87924,17.31562
4,1.397,6.1944,11.55051
5,7.37162,1.72944,4.0
6,4.77488,5.47553,3.17496
7,4.47873,7.15687,20.08793
8,2.33161,3.64218,3.85252
9,1.71887,1.00918,20.22022
10,2.30792,5.68923,8.64061
11,3.88195,2.48395,5.80062
12,6.74945,7.18433,2.05135
13,6.20024,2.0,6.5
14,3.42582,0.60858,13.42205
15,1.77742,3.76658,13.43396
16,1.7103,1.65545,9.99056
17,4.66436,1.43203,19.22394
18,4.00675,4.93279,10.25393
19,2.83708,7.49263,4.50498
20,1.85903,7.35328,14.68872
21,2.69459,1.05311,8.59179
22,0.72293,3.38491,6.7283
23,2.22831,4.90532,6.15723
24,4.95013,3.55208,10.88895
25,4.53504,6.78285,10.23688
26,3.95353,4.44987,13.81646
27,1.98018,4.97058,0.99285
28,3.77952,4.67062,16.44925
29,1.23544,3.56642,9.89126
30,5.59342,3.31927,13.28678
31,4.97496,3.06493,1.2503
32,1.82046,5.35105,17.90495
33,1.17223,4.66166,17.8094
34,2.04464,1.9514,13.11823
35,5.75641,1.8116,11.76564
