c,x,y,z
0,7.25,0.69858,18.52657
1,3.39319,5.45442,9.80593
2,1.80288,3.44354,20.37462
3,4.57314,5.50871,18.10272
4,1.27619,7.28234,14.24182
5,2.67896,0.77039,1.11251
6,6.37046,5.55418,7.40689
7,7.02019,5.95858,19.12334
8,1.30406,5.96154,2.54524
9,3.51546,0.30782,8.54168
10,4.59156,3.35467,5.62241
11,6.2616,1.33968,2.70694
12,6.22004,2.76658,3.81399
13,5.58905,7.41396,7.54096
14,4.7338,4.70251,15.49512
15,5.02444,3.28754,18.38365
16,3.26056,1.60016,10.60124
17,3.47973,4.15139,0.77853
18,7.03991,2.4566,6.81426
19,1.96893,3.28113,9.26045
20,3.5,6.03725,14.60647
21,2.1884,3.15418,5.84966
22,2.12791,5.53932,9.56911
23,5.88534,1.65137,14.20424
24,4.06614,3.66292,14.14777
25,6.95724,7.24526,13.84308
26,5.71692,2.87792,9.18805
27,2.72807,3.50103,3.5
28,1.57019,1.5709,17.45792
29,7.1529,2.5489,8.0742
30,0.77996,3.92405,17.29868
31,6.76447,5.63293,4.59604
32,2.61036,5.44582,3.30667
33,3.43108,5.45858,13.47511
34,5.33834,6.20125,10.65144
35,4.08159,2.28962,14.03694
