c,x,y,z
0,1.6,1.05,13.65
1,4.8,4.95,13.15
2,5.4,4.85,12.45
3,1.65,5.15,18.1
4,3.9,1.5,17.8
5,4.5,1.8,11.7
6,4.25,1.9,15.95
7,4.0,4.4,4.5
8,3.7,1.45,16.75
9,4.95,4.7,8.15
10,4.05,3.05,3.9
11,4.55,4.35,17.5
12,3.45,6.3,3.55
13,5.0,5.4,4.4
14,3.75,3.9,13.65
15,5.9,4.95,14.95
16,2.75,5.7,14.85
17,5.2,0.95,10.65
18,4.0,2.3,15.8
19,1.75,3.35,5.3
20,1.95,3.65,13.0
21,2.85,3.25,11.6
22,2.2,5.1,10.1
23,2.85,1.9,3.55
24,2.75,2.45,14.4
25,4.95,5.1,4.85
26,2.55,2.95,7.0
27,4.75,2.2,15.35
28,3.85,4.8,14.35
29,5.8,4.9,1.4
30,3.15,1.0,15.45
31,3.8,1.5,14.1
32,5.55,3.7,14.25
33,1.05,3.55,10.0
34,5.0,2.95,15.45
35,3.95,2.35,19.0
