c,x,y,z
0,3.15,4.05,7.2
1,5.2,4.9,12.7
2,1.4,5.8,15.3
3,3.95,1.05,14.4
4,4.7,5.55,13.05
5,3.2,5.1,7.5
6,5.45,4.8,9.65
7,3.25,5.15,3.2
8,1.8,5.05,6.85
9,2.2,3.35,10.45
10,2.55,5.0,6.55
11,3.35,5.6,13.75
12,2.5,1.9,12.4
13,1.85,3.4,7.35
14,4.2,3.2,8.1
15,2.55,5.65,9.6
16,4.3,4.85,3.05
17,3.6,3.2,10.7
18,1.55,1.35,10.4
19,3.5,3.6,16.6
20,3.55,3.05,8.1
21,3.45,3.3,13.85
22,4.7,2.9,10.5
23,5.4,2.4,14.1
24,2.7,2.95,12.55
25,2.65,2.0,14.75
26,1.8,2.45,5.05
27,1.4,1.15,7.55
28,2.85,5.0,8.75
29,2.6,1.6,1.7
30,1.5,4.75,17.45
31,2.6,2.25,10.35
32,2.85,4.5,14.35
33,3.75,2.3,9.75
34,5.45,5.2,10.05
35,4.15,2.65,8.1
