Re,Rx2,Ry2,Rz2
6.4031242374328485,16,16,9
4.123105625617661,4,4,9
4.123105625617661,4,9,4
6.4031242374328485,36,4,1
5.385164807134504,4,16,9
1.0,0,1,0
4.358898943540674,1,9,9
5.196152422706632,1,25,1
5.196152422706632,1,1,25
5.385164807134504,4,0,25
5.196152422706632,1,25,1
3.3166247903554,9,1,1
5.196152422706632,1,25,1
4.58257569495584,1,16,4
3.0,0,0,9
4.58257569495584,1,16,4
5.0,9,0,16
9.539392014169456,9,1,81
3.0,0,9,0
6.082762530298219,0,36,1
4.358898943540674,9,1,9
6.557438524302,25,9,9
5.196152422706632,1,1,25
4.58257569495584,1,16,4
7.810249675906654,9,16,36
6.4031242374328485,25,0,16
5.0,9,16,0
5.385164807134504,4,9,16
5.744562646538029,4,4,25
1.7320508075688772,1,1,1
6.4031242374328485,36,1,4
4.58257569495584,16,1,4
3.0,4,1,4
5.744562646538029,25,4,4
2.23606797749979,4,1,0
4.58257569495584,1,4,16
