c,x,y,z
0,2.75,3.35,11.4
1,3.9,3.75,12.45
2,3.6,2.3,1.7
3,2.55,1.7,4.15
4,5.6,2.75,7.05
5,1.05,4.85,16.9
6,2.85,5.85,10.8
7,3.0,5.35,5.05
8,5.0,5.65,18.55
9,1.0,3.6,6.0
10,2.65,5.75,1.3
11,5.25,5.4,14.15
12,5.25,4.65,1.1
13,2.55,1.9,17.35
14,2.85,1.2,10.65
15,4.15,5.9,4.15
16,4.6,1.45,18.15
17,4.65,2.95,6.6
18,5.5,4.95,11.15
19,4.95,4.4,5.35
20,5.5,2.3,16.7
21,1.0,4.95,5.45
22,1.1,5.45,13.25
23,4.65,1.65,13.1
24,4.55,1.8,9.95
25,3.7,4.3,17.4
26,2.8,1.0,15.2
27,1.65,1.05,6.8
28,1.65,2.1,1.55
29,6.2,1.85,2.25
30,1.65,1.65,15.3
31,2.0,4.05,10.15
32,5.15,4.75,17.8
33,5.05,1.1,7.05
34,1.5,4.1,19.3
35,3.65,5.45,8.2
