Re,Rx2,Ry2,Rz2
3.0,1,4,4
6.4031242374328485,16,16,9
1.7320508075688772,1,1,1
5.385164807134504,9,4,16
3.0,1,4,4
3.0,1,4,4
2.23606797749979,4,0,1
3.3166247903554,1,1,9
2.23606797749979,1,0,4
5.744562646538029,25,4,4
3.605551275463989,0,4,9
4.58257569495584,1,4,16
5.0,9,0,16
3.605551275463989,0,9,4
4.58257569495584,4,1,16
3.0,4,1,4
3.3166247903554,9,1,1
2.23606797749979,1,4,0
3.0,4,4,1
3.605551275463989,0,4,9
3.605551275463989,0,4,9
2.23606797749979,0,1,4
4.58257569495584,16,4,1
5.744562646538029,16,1,16
1.7320508075688772,1,1,1
1.0,0,1,0
2.23606797749979,1,4,0
4.123105625617661,16,1,0
5.196152422706632,9,9,9
1.0,0,1,0
3.3166247903554,1,1,9
2.23606797749979,1,4,0
1.0,1,0,0
3.0,0,9,0
5.744562646538029,16,1,16
2.23606797749979,4,0,1
