c,x,y,z
0,1.3,5.65,11.45
1,6.05,3.0,9.65
2,1.7,1.1,3.6
3,0.75,4.6,6.55
4,5.65,5.7,11.95
5,2.4,4.55,15.35
6,3.8,4.55,4.55
7,6.2,1.5,7.1
8,5.05,3.3,6.65
9,5.15,2.15,4.2
10,2.2,6.15,4.35
11,5.25,1.05,13.2
12,1.65,5.0,1.75
13,3.65,6.2,7.95
14,2.1,0.8,7.9
15,4.0,3.35,0.85
16,4.7,5.25,16.95
17,3.8,5.0,11.3
18,3.05,1.15,18.1
19,4.85,6.05,3.1
20,1.0,2.2,15.3
21,1.05,2.5,5.85
22,5.2,5.55,14.95
23,4.4,6.15,18.15
24,3.25,3.0,18.95
25,4.45,1.2,17.15
26,2.35,4.95,18.3
27,4.35,2.35,3.4
28,2.95,1.15,11.0
29,4.2,3.2,13.0
30,3.35,3.7,7.65
31,5.45,4.35,2.9
32,1.35,4.05,12.8
33,2.9,1.25,1.95
34,4.7,2.05,14.15
35,1.7,2.3,10.8
