Re,Rx2,Ry2,Rz2
3.0,4,1,4
2.23606797749979,1,4,0
4.58257569495584,1,4,16
5.385164807134504,9,4,16
4.58257569495584,1,16,4
2.23606797749979,4,1,0
3.0,1,4,4
1.0,0,0,1
1.0,1,0,0
2.23606797749979,4,1,0
3.0,4,4,1
3.0,1,4,4
3.0,4,1,4
1.7320508075688772,1,1,1
4.123105625617661,4,4,9
6.708203932499369,4,25,16
6.708203932499369,16,25,4
2.23606797749979,4,0,1
2.23606797749979,1,4,0
3.605551275463989,0,4,9
6.4031242374328485,25,0,16
5.196152422706632,1,25,1
4.358898943540674,9,1,9
2.23606797749979,0,4,1
4.123105625617661,0,16,1
1.0,0,0,1
3.0,1,4,4
4.123105625617661,16,1,0
4.358898943540674,9,1,9
3.605551275463989,0,4,9
3.0,1,4,4
2.23606797749979,1,4,0
4.358898943540674,1,9,9
3.0,4,1,4
3.0,4,1,4
4.358898943540674,9,1,9
