c,x,y,z
0,2.5,5.75,9.95
1,2.55,4.4,12.45
2,2.15,5.4,2.05
3,3.15,4.35,8.3
4,5.85,4.35,8.2
5,1.8,1.25,11.95
6,5.45,6.2,9.65
7,1.05,3.7,11.55
8,5.45,3.95,16.6
9,1.25,5.6,6.75
10,4.35,3.85,2.3
11,4.95,2.95,10.4
12,5.4,1.25,4.35
13,2.2,1.45,13.65
14,1.0,2.75,5.65
15,6.0,2.35,3.55
16,5.9,3.5,17.0
17,5.5,3.85,8.65
18,3.45,4.0,16.35
19,5.9,5.5,1.8
20,1.65,0.9,18.05
21,3.5,1.8,9.0
22,1.15,4.55,17.9
23,4.0,1.55,18.45
24,6.05,2.0,12.55
25,4.5,5.15,19.25
26,1.75,5.3,15.55
27,3.5,3.25,4.25
28,2.1,1.7,2.6
29,1.75,3.0,0.85
30,1.6,1.9,6.5
31,5.3,5.55,4.95
32,2.15,4.85,14.3
33,4.05,1.3,5.95
34,3.6,3.05,18.25
35,5.25,5.2,14.55
