Re,Rx2,Ry2,Rz2
5.385164807134504,4,9,16
1.7320508075688772,1,1,1
4.58257569495584,16,4,1
3.3166247903554,1,1,9
5.385164807134504,0,4,25
4.58257569495584,1,16,4
7.0,36,4,9
4.358898943540674,9,1,9
5.916079783099616,1,9,25
5.0,9,0,16
2.23606797749979,1,4,0
2.23606797749979,4,0,1
1.7320508075688772,1,1,1
6.082762530298219,0,1,36
3.3166247903554,1,1,9
3.0,1,4,4
2.23606797749979,0,1,4
6.4031242374328485,1,4,36
1.0,0,0,1
5.385164807134504,16,4,9
4.123105625617661,4,9,4
2.23606797749979,1,0,4
4.358898943540674,1,9,9
4.123105625617661,4,4,9
4.123105625617661,16,1,0
5.916079783099616,25,1,9
1.0,0,0,1
5.196152422706632,25,1,1
1.0,0,1,0
3.0,1,4,4
2.23606797749979,1,4,0
3.0,4,1,4
5.916079783099616,1,25,9
4.123105625617661,1,0,16
5.385164807134504,9,4,16
5.744562646538029,1,16,16
