c,x,y,z
0,3.7,5.5,4.5
1,4.1,1.55,16.15
2,0.65,2.25,4.6
3,5.95,1.75,9.1
4,1.1,1.15,5.75
5,3.9,5.2,17.9
6,5.7,4.0,9.1
7,5.8,0.7,9.9
8,3.5,4.7,17.5
9,4.65,1.05,10.3
10,1.9,1.95,10.95
11,1.9,2.65,7.45
12,4.15,3.55,1.3
13,3.25,3.25,9.2
14,3.0,5.45,10.65
15,0.7,5.25,9.45
16,6.5,3.3,9.8
17,6.35,5.8,10.45
18,2.8,2.85,11.25
19,4.65,1.2,7.05
20,1.6,2.2,18.5
21,3.0,3.45,2.35
22,2.25,5.75,6.1
23,4.7,3.05,9.35
24,5.2,6.15,13.15
25,2.25,1.6,12.55
26,4.1,2.1,18.7
27,0.95,2.0,15.15
28,5.2,4.3,1.3
29,1.1,3.6,7.8
30,4.2,2.5,9.2
31,4.0,6.1,9.9
32,5.7,4.05,7.25
33,1.1,5.75,2.55
34,1.9,4.95,6.45
35,4.35,5.5,12.95
