Re,Rx2,Ry2,Rz2
6.708203932499369,9,0,36
5.385164807134504,4,0,25
7.681145747868608,9,1,49
2.23606797749979,1,0,4
9.0,16,1,64
3.0,4,1,4
2.23606797749979,1,4,0
3.605551275463989,0,9,4
5.385164807134504,4,9,16
3.0,9,0,0
1.0,0,1,0
9.219544457292887,36,0,49
4.123105625617661,1,0,16
5.0,9,16,0
6.708203932499369,0,36,9
5.0,9,0,16
4.358898943540674,9,1,9
5.744562646538029,16,1,16
4.123105625617661,4,4,9
4.358898943540674,9,1,9
6.082762530298219,0,1,36
1.0,0,0,1
4.123105625617661,0,16,1
2.23606797749979,0,1,4
1.0,0,1,0
6.557438524302,9,9,25
3.0,1,4,4
5.916079783099616,1,25,9
3.605551275463989,0,4,9
5.744562646538029,25,4,4
4.58257569495584,4,1,16
3.605551275463989,9,0,4
5.385164807134504,0,4,25
2.23606797749979,4,1,0
5.196152422706632,9,9,9
3.0,0,9,0
