c,x,y,z
0,4.65,5.3,9.45
1,1.3,4.8,7.4
2,2.05,4.3,4.95
3,2.9,5.45,10.55
4,4.3,4.8,18.3
5,1.75,6.2,17.85
6,5.9,3.5,3.2
7,5.25,4.25,7.0
8,4.25,5.65,4.5
9,3.0,1.25,4.55
10,1.4,5.35,4.45
11,5.15,5.35,16.5
12,5.0,1.5,7.6
13,5.3,6.2,3.9
14,5.45,1.25,9.6
15,1.1,2.25,2.55
16,3.15,2.95,19.1
17,1.8,4.4,16.0
18,5.05,1.85,17.9
19,4.6,1.9,3.0
20,3.35,1.0,14.85
21,5.25,1.65,2.5
22,4.25,4.3,15.45
23,4.6,3.35,11.05
24,1.15,1.55,16.4
25,4.8,1.55,15.85
26,6.1,4.1,16.3
27,1.55,2.15,9.6
28,1.05,1.25,6.5
29,4.8,5.6,12.7
30,3.15,4.1,9.95
31,1.35,4.0,0.95
32,1.3,2.35,12.85
33,4.05,5.25,1.5
34,2.6,3.15,11.75
35,1.6,4.8,13.9
