Re,Rx2,Ry2,Rz2
2.23606797749979,4,1,0
4.123105625617661,1,16,0
1.7320508075688772,1,1,1
6.4031242374328485,1,4,36
2.23606797749979,4,0,1
3.3166247903554,9,1,1
5.385164807134504,4,25,0
1.0,0,0,1
1.7320508075688772,1,1,1
1.0,1,0,0
1.0,0,0,1
3.0,1,4,4
3.3166247903554,9,1,1
2.23606797749979,0,1,4
3.3166247903554,9,1,1
4.58257569495584,1,4,16
1.7320508075688772,1,1,1
3.605551275463989,9,0,4
3.605551275463989,0,4,9
3.0,1,4,4
2.23606797749979,0,1,4
4.58257569495584,4,1,16
2.23606797749979,1,0,4
4.58257569495584,16,1,4
2.23606797749979,4,1,0
4.58257569495584,16,1,4
5.744562646538029,4,4,25
6.557438524302,9,9,25
3.3166247903554,9,1,1
5.196152422706632,9,9,9
2.23606797749979,4,1,0
4.358898943540674,9,1,9
5.385164807134504,0,25,4
7.0,0,0,49
5.196152422706632,1,25,1
4.58257569495584,4,1,16
