Re,Rx2,Ry2,Rz2
5.196152422706632,9,9,9
3.0,1,4,4
1.7320508075688772,1,1,1
5.0,9,0,16
1.0,0,0,1
6.4031242374328485,4,1,36
3.605551275463989,9,4,0
5.0,0,9,16
3.3166247903554,9,1,1
2.23606797749979,1,0,4
1.7320508075688772,1,1,1
8.06225774829855,25,36,4
5.916079783099616,1,9,25
5.385164807134504,16,4,9
2.23606797749979,4,1,0
1.0,1,0,0
4.358898943540674,1,9,9
6.082762530298219,0,1,36
4.123105625617661,1,16,0
6.4031242374328485,9,16,16
2.23606797749979,1,0,4
3.0,4,4,1
3.3166247903554,9,1,1
3.0,1,4,4
5.196152422706632,25,1,1
7.0,4,36,9
2.23606797749979,4,1,0
4.358898943540674,9,9,1
4.358898943540674,9,1,9
4.123105625617661,4,4,9
7.810249675906654,0,36,25
3.0,4,4,1
3.605551275463989,0,9,4
6.4031242374328485,4,1,36
3.0,4,1,4
7.810249675906654,16,36,9
