c,x,y,z
0,2.0,5.8,11.1
1,1.7,5.1,13.4
2,1.6,2.2,0.9
3,2.35,5.4,6.25
4,5.95,4.3,10.75
5,3.0,2.95,10.85
6,5.55,4.85,9.0
7,1.4,3.4,8.4
8,6.1,4.4,17.0
9,2.2,4.8,2.0
10,5.05,5.4,5.45
11,3.75,1.45,11.9
12,5.85,1.8,1.55
13,1.75,2.3,11.75
14,1.55,1.35,5.2
15,5.0,5.35,5.15
16,5.65,3.9,19.05
17,5.1,4.5,12.6
18,3.85,5.0,15.05
19,4.5,5.3,7.1
20,2.05,5.15,17.6
21,5.45,1.35,5.0
22,4.0,4.0,17.2
23,3.4,1.35,17.95
24,4.8,2.9,14.4
25,1.1,1.45,17.05
26,1.0,3.75,15.65
27,4.85,4.45,2.3
28,1.9,1.65,2.85
29,2.0,4.7,4.1
30,1.3,2.2,6.8
31,3.95,5.8,1.95
32,2.0,3.05,9.85
33,4.65,2.25,6.2
34,4.75,1.0,15.05
35,2.8,5.1,15.7
