c,x,y,z
0,5.2,3.9,9.9
1,2.25,3.6,6.55
2,3.4,2.75,2.75
3,3.2,5.35,17.75
4,4.6,4.1,8.2
5,4.1,2.4,14.1
6,1.3,3.2,17.7
7,1.9,2.35,6.05
8,2.7,2.9,5.3
9,5.4,2.95,11.45
10,1.7,2.95,9.85
11,1.85,2.55,14.9
12,3.6,4.3,12.7
13,5.3,2.35,7.15
14,1.25,3.15,16.8
15,3.3,3.9,4.1
16,2.95,5.35,13.0
17,5.25,4.2,13.55
18,2.6,2.95,16.15
19,2.75,5.95,9.3
20,4.4,5.4,10.3
21,1.3,5.55,6.05
22,2.8,5.3,17.5
23,1.1,4.4,3.3
24,4.7,1.7,18.2
25,4.55,4.85,16.9
26,2.3,4.35,2.85
27,3.8,3.8,6.4
28,3.55,2.1,10.35
29,4.75,1.6,2.55
30,4.6,3.65,3.75
31,4.55,3.55,15.1
32,2.55,5.4,8.45
33,2.25,4.1,10.65
34,3.4,4.1,12.0
35,3.65,3.5,2.05
