Re,Rx2,Ry2,Rz2
2.23606797749979,0,4,1
5.385164807134504,16,4,9
3.0,4,1,4
4.123105625617661,4,9,4
2.23606797749979,4,0,1
5.385164807134504,4,9,16
9.1104335791443,1,1,81
8.306623862918075,1,4,64
5.744562646538029,4,4,25
4.123105625617661,16,0,1
3.0,4,1,4
5.744562646538029,16,1,16
3.0,4,1,4
3.3166247903554,1,1,9
3.605551275463989,9,0,4
2.23606797749979,1,0,4
7.54983443527075,4,4,49
3.0,1,4,4
2.23606797749979,0,1,4
6.4031242374328485,1,36,4
6.4031242374328485,0,25,16
3.0,1,4,4
5.744562646538029,25,4,4
2.23606797749979,4,0,1
10.04987562112089,16,36,49
4.123105625617661,4,4,9
2.23606797749979,1,0,4
5.0,0,9,16
4.358898943540674,9,1,9
2.23606797749979,0,4,1
3.0,4,4,1
4.58257569495584,4,1,16
4.58257569495584,4,1,16
3.0,4,4,1
4.123105625617661,4,9,4
4.358898943540674,9,9,1
