c,x,y,z
0,3.1,3.05,9.35
1,5.1,4.9,12.1
2,4.5,1.4,0.9
3,1.5,3.35,1.95
4,6.25,3.15,7.4
5,2.35,4.15,15.8
6,2.7,6.2,10.6
7,2.2,6.0,8.2
8,5.5,5.2,17.9
9,1.25,4.05,6.0
10,2.45,6.05,2.5
11,4.4,5.8,13.2
12,5.95,5.25,1.6
13,1.8,2.45,18.05
14,3.15,0.85,10.1
15,4.25,5.2,4.15
16,4.55,1.0,18.05
17,3.65,2.5,3.65
18,4.05,1.8,11.45
19,4.35,5.4,5.55
20,4.2,2.3,16.3
21,1.15,2.25,6.4
22,1.4,4.75,14.15
23,3.2,1.65,12.55
24,6.0,1.45,8.75
25,1.1,3.8,18.0
26,4.7,2.2,15.7
27,3.05,1.15,6.1
28,2.7,4.45,1.75
29,5.5,1.9,3.5
30,1.0,1.9,13.9
31,2.2,3.85,10.15
32,4.6,5.0,16.3
33,3.4,0.7,4.2
34,4.2,5.7,17.9
35,4.8,4.4,8.1
