x,y,z
5,3,18
5,3,17
5,3,16
6,3,16
6,4,16
6,4,15
5,4,15
4,4,15
4,5,15
4,4,15
4,4,16
3,4,16
2,4,16
3,4,16
3,3,16
2,3,16
2,2,16
2,2,15
2,3,15
2,3,16
2,4,11
3,4,11
3,3,11
3,3,10
4,3,10
4,2,10
5,2,10
5,2,11
5,2,12
4,2,12
5,2,12
5,2,13
5,3,13
4,3,13
4,4,13
4,4,12
4,4,11
5,4,11
5,4,12
5,4,11
2,0,14
2,1,14
3,1,14
3,2,14
2,2,14
3,2,14
3,2,13
3,1,13
4,1,13
4,2,13
4,1,13
4,1,12
4,1,11
3,1,11
2,1,11
2,1,10
1,1,10
0,1,10
0,1,9
0,2,9
3,2,4
3,3,4
3,3,5
3,4,5
3,4,4
3,4,3
3,4,4
3,3,4
3,4,4
2,4,4
2,4,5
2,3,5
3,3,5
3,4,5
3,3,5
3,3,4
2,3,4
3,3,4
2,3,4
3,3,4
3,0,2
2,0,2
2,0,1
3,0,1
4,0,1
5,0,1
5,0,2
4,0,2
3,0,2
3,1,2
3,2,2
3,1,2
3,2,2
2,2,2
2,2,3
3,2,3
3,1,3
4,1,3
3,1,3
3,1,2
1,1,6
1,2,6
2,2,6
2,2,7
2,3,7
2,3,6
3,3,6
3,3,5
3,3,4
4,3,4
4,3,5
3,3,5
3,4,5
4,4,5
4,3,5
3,3,5
2,3,5
2,4,5
1,4,5
1,3,5
0,1,10
0,1,11
0,2,11
0,2,10
0,1,10
1,1,10
1,1,11
1,2,11
1,3,11
2,3,11
3,3,11
3,4,11
3,3,11
2,3,11
2,3,10
2,3,9
2,3,10
2,4,10
1,4,10
2,4,10
4,5,5
4,4,5
4,4,6
4,4,7
5,4,7
4,4,7
3,4,7
3,4,6
3,5,6
3,4,6
3,4,5
3,3,5
3,4,5
3,4,6
3,5,6
4,5,6
4,4,6
4,4,5
3,4,5
3,4,4
5,2,1
5,3,1
5,3,2
4,3,2
4,2,2
4,3,2
4,3,3
4,2,3
4,2,2
4,2,1
4,1,1
3,1,1
3,2,1
4,2,1
4,3,1
4,3,2
3,3,2
3,3,3
4,3,3
4,4,3
2,2,7
2,2,8
2,2,7
2,3,7
2,4,7
2,5,7
3,5,7
3,4,7
4,4,7
4,3,7
4,4,7
4,3,7
4,2,7
4,2,6
4,1,6
3,1,6
3,1,5
4,1,5
5,1,5
5,1,4
1,4,14
1,5,14
1,5,13
1,5,14
0,5,14
0,5,15
0,5,16
1,5,16
1,5,17
2,5,17
2,6,17
2,5,17
2,5,16
3,5,16
3,6,16
4,6,16
3,6,16
4,6,16
4,5,16
4,6,16
4,3,2
4,3,3
3,3,3
2,3,3
2,2,3
2,2,2
2,3,2
3,3,2
3,3,3
4,3,3
4,4,3
4,5,3
4,5,4
5,5,4
5,5,5
5,5,6
4,5,6
4,5,5
5,5,5
5,4,5
3,4,3
2,4,3
2,4,2
3,4,2
3,3,2
3,3,3
4,3,3
3,3,3
2,3,3
2,3,4
2,3,5
2,2,5
2,3,5
2,4,5
1,4,5
2,4,5
2,3,5
2,2,5
2,2,4
2,2,3
4,0,15
4,1,15
4,0,15
4,0,14
4,0,15
4,1,15
4,1,14
4,0,14
4,0,13
4,1,13
3,1,13
4,1,13
3,1,13
4,1,13
3,1,13
2,1,13
2,1,12
2,2,12
1,2,12
1,2,11
2,3,18
2,2,18
3,2,18
3,3,18
4,3,18
5,3,18
4,3,18
3,3,18
3,3,19
3,2,19
3,3,19
3,3,18
3,3,17
3,4,17
2,4,17
2,3,17
2,3,16
1,3,16
1,3,17
0,3,17
3,2,15
3,2,14
3,1,14
3,1,15
3,0,15
2,0,15
2,1,15
2,2,15
1,2,15
1,3,15
1,2,15
1,3,15
1,2,15
1,1,15
0,1,15
0,2,15
0,2,14
1,2,14
1,2,15
2,2,15
2,0,12
3,0,12
3,1,12
3,1,11
3,2,11
3,3,11
2,3,11
3,3,11
3,3,12
3,3,13
3,3,12
2,3,12
3,3,12
3,4,12
3,4,13
3,4,14
3,5,14
2,5,14
2,4,14
3,4,14
2,3,9
2,3,8
2,2,8
2,2,9
2,1,9
2,2,9
2,3,9
2,3,8
2,3,7
3,3,7
3,3,8
3,3,9
4,3,9
4,3,10
3,3,10
3,3,9
3,3,8
3,3,7
3,3,6
2,3,6
5,1,3
5,2,3
4,2,3
4,1,3
4,2,3
4,2,4
5,2,4
5,2,3
4,2,3
4,2,2
5,2,2
5,2,3
5,2,2
5,1,2
5,1,1
5,1,2
4,1,2
3,1,2
3,1,1
4,1,1
2,5,3
2,4,3
2,4,2
2,4,3
2,4,4
1,4,4
1,4,5
2,4,5
3,4,5
3,4,6
3,3,6
3,2,6
2,2,6
2,2,7
2,3,7
2,4,7
2,5,7
3,5,7
3,5,6
3,5,5
2,2,12
2,2,11
1,2,11
0,2,11
1,2,11
1,3,11
1,2,11
2,2,11
2,3,11
2,4,11
2,5,11
2,6,11
1,6,11
1,6,10
1,5,10
1,4,10
2,4,10
1,4,10
2,4,10
2,4,11
6,1,11
5,1,11
5,0,11
5,1,11
5,1,10
5,1,11
5,0,11
6,0,11
6,0,12
6,1,12
5,1,12
5,2,12
5,1,12
4,1,12
4,1,13
5,1,13
4,1,13
4,1,12
3,1,12
3,0,12
5,4,12
5,4,13
4,4,13
4,5,13
4,4,13
4,3,13
3,3,13
2,3,13
2,4,13
2,4,14
1,4,14
0,4,14
0,4,15
1,4,15
2,4,15
3,4,15
4,4,15
5,4,15
6,4,15
6,4,14
0,4,4
1,4,4
1,3,4
0,3,4
0,3,5
0,3,4
1,3,4
1,4,4
1,5,4
1,6,4
1,5,4
1,6,4
2,6,4
3,6,4
4,6,4
4,6,3
4,5,3
4,6,3
4,6,4
4,5,4
1,2,6
1,2,5
1,1,5
1,0,5
1,0,6
1,1,6
1,1,5
2,1,5
2,1,4
2,1,3
2,0,3
2,0,2
2,1,2
2,1,3
2,0,3
2,0,2
1,0,2
1,1,2
0,1,2
0,1,1
4,2,3
3,2,3
3,1,3
4,1,3
3,1,3
4,1,3
4,1,4
4,1,5
4,1,6
4,1,5
4,1,6
4,1,7
4,1,6
4,0,6
4,0,5
4,0,4
5,0,4
5,0,3
4,0,3
4,0,2
0,2,5
0,2,4
0,2,3
0,3,3
0,3,4
0,3,5
0,2,5
0,1,5
0,1,4
0,2,4
1,2,4
0,2,4
1,2,4
2,2,4
2,3,4
2,4,4
2,5,4
2,5,3
2,5,4
1,5,4
3,1,14
3,1,15
2,1,15
3,1,15
3,1,14
3,1,13
2,1,13
2,1,12
2,2,12
2,2,11
1,2,11
1,3,11
2,3,11
3,3,11
4,3,11
4,3,10
4,3,11
4,3,12
4,4,12
3,4,12
5,5,15
5,5,14
5,5,15
5,5,16
5,5,17
5,5,16
4,5,16
4,6,16
4,5,16
4,4,16
3,4,16
3,5,16
3,5,15
3,6,15
4,6,15
4,6,14
4,6,13
4,6,14
4,6,13
3,6,13
5,0,2
4,0,2
4,0,1
4,0,2
4,0,1
4,1,1
4,2,1
4,2,2
5,2,2
5,2,1
4,2,1
4,3,1
4,3,2
5,3,2
5,3,3
5,4,3
4,4,3
3,4,3
3,5,3
3,5,4
2,3,9
1,3,9
0,3,9
1,3,9
1,4,9
1,4,8
2,4,8
1,4,8
1,5,8
1,6,8
1,5,8
2,5,8
2,5,9
2,4,9
2,3,9
1,3,9
2,3,9
2,4,9
2,3,9
3,3,9
0,2,16
0,2,15
1,2,15
2,2,15
1,2,15
1,3,15
2,3,15
2,3,16
2,4,16
2,3,16
1,3,16
1,3,17
1,3,16
1,3,15
1,3,14
1,3,13
1,4,13
0,4,13
0,4,12
0,4,13
4,2,6
4,3,6
4,2,6
4,3,6
3,3,6
4,3,6
4,3,7
4,4,7
4,4,8
3,4,8
3,3,8
3,2,8
2,2,8
3,2,8
2,2,8
2,2,7
2,1,7
1,1,7
0,1,7
0,0,7
4,3,11
4,2,11
4,2,12
