Rg,Rgx2,Rgy2,Rgz2
1.823458252881047,1.1099999999999997,1.4875,0.7275000000000005
1.7334935823359716,1.5474999999999997,0.7475000000000002,0.7099999999999997
2.576819745345025,1.6400000000000001,1.3099999999999992,3.69
1.8152134860671347,0.7475000000000002,0.8475000000000001,1.7
1.9798989873223332,0.5,0.41,3.0100000000000002
2.0285462775100793,2.4,1.1875,0.5275
2.2327113561766105,0.48999999999999994,0.6474999999999999,3.8475
2.178302091079196,2.05,1.3474999999999997,1.3475000000000001
2.173706511928416,0.7875,0.8099999999999999,3.127500000000001
2.55440795488896,1.0875,1.81,3.6275000000000004
1.8343936327844141,1.01,1.1275,1.2275
2.311925604339379,1.8475000000000013,1.45,2.0475000000000008
1.5313392831113553,1.21,0.4875,0.6474999999999999
1.6552945357246849,0.48999999999999994,0.24000000000000013,2.01
2.003746490951388,0.2875,2.04,1.6875
3.0878795313289022,0.5475000000000001,2.3400000000000007,6.647499999999998
1.9352002480363626,2.027499999999999,0.9275000000000002,0.79
1.978635893740938,0.9275000000000005,0.5275000000000003,2.46
2.084466358567583,0.9875,0.9100000000000001,2.4475000000000007
1.6046806535881213,0.8600000000000003,0.5275000000000001,1.1875
1.6294170736800322,0.8274999999999999,0.4,1.4274999999999998
2.650471656139714,1.8875,0.44750000000000006,4.6899999999999995
1.7549928774784245,0.24,0.8399999999999999,2.0
1.9196353820452468,2.21,0.6474999999999997,0.8275000000000002
2.1633307652783937,0.21000000000000002,2.660000000000001,1.8099999999999998
1.5182226450688976,0.5474999999999998,0.8099999999999999,0.9475000000000001
1.8207141456033125,0.5275000000000002,1.2399999999999998,1.5475000000000003
1.5182226450688978,0.51,0.5475,1.2475
1.9672315572906003,0.7399999999999999,1.1900000000000008,1.94
1.7190113437671084,0.5275000000000001,0.8,1.6275000000000002
1.8960485225858543,1.3275000000000001,0.6275000000000002,1.6400000000000001
1.9723082923316022,0.4400000000000001,1.0100000000000002,2.44
2.026079958935481,0.75,1.8275,1.5275000000000005
1.6401219466856725,0.6899999999999998,0.6599999999999999,1.34
2.1011901389450696,1.2275,1.8474999999999997,1.3400000000000005
2.2371857321197095,0.24750000000000005,0.51,4.2475000000000005
