Re,Rx2,Ry2,Rz2
5.0,16,0,9
5.196152422706632,25,1,1
2.23606797749979,4,1,0
5.744562646538029,4,4,25
8.06225774829855,4,36,25
3.3166247903554,1,1,9
3.3166247903554,1,9,1
2.23606797749979,1,4,0
6.4031242374328485,36,1,4
3.3166247903554,1,9,1
5.385164807134504,25,0,4
4.358898943540674,1,9,9
7.0,36,4,9
7.280109889280518,0,4,49
5.385164807134504,4,0,25
3.0,4,4,1
5.0,16,9,0
5.385164807134504,4,9,16
7.54983443527075,4,4,49
5.0,0,9,16
4.58257569495584,4,1,16
2.23606797749979,1,0,4
4.123105625617661,16,1,0
5.196152422706632,25,1,1
3.605551275463989,0,4,9
3.605551275463989,9,4,0
8.06225774829855,4,36,25
6.4031242374328485,1,4,36
3.0,1,4,4
4.358898943540674,9,1,9
8.306623862918075,1,4,64
4.123105625617661,0,1,16
5.196152422706632,1,1,25
4.123105625617661,16,0,1
3.0,9,0,0
4.58257569495584,16,1,4
