c,x,y,z
0,3.3,1.0,11.1
1,4.7,5.25,10.75
2,4.45,2.3,1.25
3,1.4,3.15,3.25
4,5.6,3.25,3.75
5,0.9,4.25,14.45
6,0.95,5.55,10.2
7,5.05,6.15,5.9
8,3.5,2.05,18.15
9,2.7,2.15,4.05
10,2.25,5.7,1.55
11,5.8,1.9,16.1
12,3.8,5.6,2.2
13,1.05,2.65,19.1
14,2.15,3.65,9.8
15,5.1,4.55,2.55
16,4.0,1.75,18.95
17,5.45,3.1,6.35
18,3.8,5.15,13.75
19,5.45,5.1,8.65
20,6.1,4.75,18.05
21,0.8,5.15,5.55
22,1.9,2.25,11.55
23,5.45,2.65,12.7
24,3.6,1.25,11.05
25,3.6,5.35,18.55
26,3.25,1.0,15.25
27,0.95,2.45,7.0
28,1.45,2.2,1.75
29,5.65,1.95,1.7
30,2.15,4.8,14.45
31,3.0,4.7,7.6
32,4.0,5.8,16.4
33,4.25,1.3,7.05
34,2.3,3.5,16.7
35,6.25,4.35,12.0
