Re,Rx2,Ry2,Rz2
5.385164807134504,16,4,9
5.196152422706632,1,1,25
3.605551275463989,9,0,4
4.123105625617661,4,4,9
5.385164807134504,0,4,25
4.123105625617661,4,9,4
5.744562646538029,1,16,16
6.082762530298219,36,0,1
5.196152422706632,25,1,1
5.0,16,9,0
8.306623862918075,4,1,64
1.0,0,0,1
4.123105625617661,9,4,4
1.0,0,0,1
4.358898943540674,9,1,9
3.0,1,4,4
5.0,9,16,0
3.605551275463989,9,0,4
4.123105625617661,16,1,0
4.123105625617661,0,1,16
5.744562646538029,4,25,4
5.385164807134504,4,25,0
8.774964387392123,9,4,64
4.123105625617661,16,0,1
6.4031242374328485,16,0,25
3.605551275463989,9,4,0
6.082762530298219,1,0,36
7.280109889280518,1,16,36
8.306623862918075,4,1,64
3.605551275463989,4,0,9
6.4031242374328485,4,36,1
1.7320508075688772,1,1,1
6.557438524302,25,9,9
5.0,0,0,25
3.3166247903554,1,1,9
4.358898943540674,1,9,9
