c,x,y,z
0,1.15,6.05,6.9
1,6.25,2.45,17.9
2,4.95,2.1,1.15
3,2.65,1.55,6.1
4,6.2,2.9,2.3
5,5.0,2.2,15.2
6,3.2,4.75,6.95
7,5.35,4.6,3.45
8,3.7,5.35,18.25
9,2.65,0.9,9.25
10,1.25,4.3,3.85
11,2.55,5.8,18.55
12,4.85,6.15,5.2
13,4.9,5.9,12.2
14,4.35,5.3,14.15
15,1.35,5.6,1.55
16,2.55,1.5,14.85
17,5.5,1.2,7.6
18,4.6,4.95,17.05
19,1.15,5.1,11.05
20,5.0,2.3,18.4
21,1.55,2.4,1.75
22,1.25,1.85,7.5
23,2.45,2.35,12.0
24,3.95,3.8,7.15
25,1.0,1.8,17.4
26,1.3,5.45,15.95
27,4.8,3.85,10.15
28,3.05,2.45,1.4
29,3.8,2.25,3.55
30,1.95,2.15,14.8
31,5.5,1.0,12.4
32,6.05,4.0,11.85
33,4.45,4.1,5.75
34,3.7,4.9,9.1
35,3.15,2.2,12.55
