c,Rg,Rgx,Rgy,Rgz
0,1.948075973877816,1.4585952145814822,1.0677078252031311,0.7262919523166976
1,1.464581851587681,1.0428326807307104,0.714142842854285,0.7399324293474371
2,1.7930421077041108,0.4,0.9096702699330126,1.49248115565993
3,1.617096162879623,0.9096702699330128,1.023474474522936,0.8602325267042626
4,2.721212964837556,1.8834808201837365,1.187434208703792,1.5644487847162014
5,1.8179658962697842,1.4106735979665885,0.3570714214271423,1.0897247358851685
6,3.3712015662075143,0.5385164807134503,2.405722344743882,2.299456457513384
7,1.953202498462461,1.2489995996796797,1.107925990308017,1.0136567466356645
8,2.118962010041709,1.374772708486752,0.7483314773547883,1.42828568570857
9,1.6658331248957683,0.8602325267042626,0.4330127018922193,1.359227721906819
10,1.5874507866387542,0.48989794855663554,1.0198039027185568,1.1135528725660042
11,1.6385969608173938,0.4769696007084727,1.16081867662439,1.0535653752852738
12,2.6842131062939094,1.8411952639521967,0.7664854858377946,1.7965244223221681
13,2.1828879952943074,0.49749371855331004,0.99498743710662,1.8781639970992947
14,1.8096961070853856,0.3570714214271424,1.5124483462254175,0.9273618495495702
15,2.8913664589601926,1.4628738838327793,0.678232998312527,2.4000000000000004
16,1.563649577111189,0.9205976319760985,1.02469507659596,0.739932429347437
17,1.574801574802362,0.6,0.6782329983125268,1.2884098726725124
18,1.7734147850968198,1.4654350889752843,0.45825756949558405,0.8874119674649424
19,2.361143790623519,0.9420721840708386,1.7457090250096088,1.2806248474865698
20,1.7734147850968198,0.5,0.9205976319760986,1.4309088021254184
21,1.6568041525780892,0.804673846971554,0.7664854858377946,1.2288205727444508
22,1.96596032513375,1.116915395184434,1.152171862180291,1.1357816691600553
23,2.333452377915607,1.388344337691482,1.3143439428094916,1.3379088160259653
24,2.4677925358506134,1.8330302779823362,0.6244997998398397,1.5297058540778357
25,2.702776350347916,1.2599603168354152,1.5132745950421556,1.851350858157362
26,1.6401219466856727,1.0908712114635715,1.0,0.7071067811865476
27,2.0211382931407735,0.8660254037844386,1.0712142642814275,1.479019945774904
28,2.0137030565602267,0.49749371855331,1.0712142642814275,1.630950643030009
29,1.8641351882307249,0.739932429347437,1.5256146302392357,0.7745966692414834
30,1.7014699527173556,0.8046738469715542,0.82915619758885,1.2489995996796797
31,1.5604486534327238,0.66332495807108,1.243985530462473,0.6689544080129827
32,2.1482551058940835,0.6689544080129828,1.7146428199482247,1.1079259903080168
33,2.1319005605327845,0.9630680142129112,0.9096702699330126,1.6703293088490068
34,2.169101196348386,0.852936105461599,1.3883443376914821,1.4317821063276353
35,2.006240264773888,1.1789826122551597,0.8645808232895292,1.3738631664034087
