Re,Rx2,Ry2,Rz2
8.306623862918075,16,4,49
4.123105625617661,4,9,4
2.23606797749979,4,1,0
5.744562646538029,4,4,25
5.916079783099616,1,9,25
3.3166247903554,9,1,1
5.385164807134504,9,4,16
3.0,0,0,9
5.916079783099616,9,1,25
5.916079783099616,9,1,25
6.708203932499369,25,16,4
5.385164807134504,0,25,4
7.810249675906654,36,25,0
5.385164807134504,25,4,0
9.0,9,36,36
6.4031242374328485,4,36,1
2.23606797749979,4,0,1
1.7320508075688772,1,1,1
8.54400374531753,36,1,36
5.385164807134504,4,16,9
5.385164807134504,9,16,4
3.0,1,4,4
6.708203932499369,25,4,16
3.0,1,4,4
5.385164807134504,0,4,25
4.58257569495584,4,1,16
5.385164807134504,9,4,16
2.23606797749979,1,4,0
6.708203932499369,25,16,4
6.4031242374328485,4,1,36
5.385164807134504,16,9,4
9.433981132056603,36,4,49
5.196152422706632,1,1,25
5.196152422706632,1,25,1
5.196152422706632,1,1,25
5.385164807134504,4,25,0
