c,x,y,z
0,1.1,2.95,14.55
1,4.6,2.9,12.8
2,1.25,1.6,2.95
3,1.0,4.1,6.3
4,5.9,6.05,10.75
5,4.0,0.9,17.0
6,3.4,2.35,8.65
7,2.65,1.45,3.8
8,5.35,3.35,12.4
9,0.8,4.1,1.4
10,6.1,2.95,3.65
11,5.6,2.35,9.35
12,5.25,4.3,1.25
13,1.35,1.85,10.4
14,1.05,2.3,9.95
15,3.35,5.3,4.25
16,4.55,5.85,18.3
17,5.3,4.85,16.15
18,2.5,5.4,12.6
19,3.9,5.85,6.75
20,1.5,3.15,16.25
21,5.05,3.5,4.15
22,1.6,4.05,18.65
23,5.25,1.95,17.8
24,4.15,1.7,16.05
25,1.9,1.15,18.75
26,2.35,5.5,16.85
27,5.55,3.25,1.5
28,3.9,2.3,4.9
29,4.1,4.45,10.15
30,2.95,3.65,6.8
31,2.35,5.2,2.15
32,4.7,4.2,16.5
33,5.95,2.75,6.5
34,4.75,0.75,13.6
35,2.6,6.0,11.8
