Re,Rx2,Ry2,Rz2
2.23606797749979,4,1,0
6.4031242374328485,16,25,0
4.58257569495584,1,16,4
7.14142842854285,1,1,49
3.0,1,4,4
2.23606797749979,1,0,4
8.06225774829855,4,25,36
6.4031242374328485,1,4,36
1.7320508075688772,1,1,1
1.7320508075688772,1,1,1
4.123105625617661,0,16,1
7.810249675906654,9,16,36
4.58257569495584,4,16,1
4.58257569495584,1,4,16
6.4031242374328485,4,1,36
6.557438524302,25,9,9
3.605551275463989,4,9,0
7.14142842854285,1,25,25
8.54400374531753,1,36,36
5.196152422706632,25,1,1
3.605551275463989,4,9,0
2.23606797749979,1,0,4
1.0,0,0,1
4.123105625617661,4,9,4
4.58257569495584,16,4,1
3.605551275463989,4,9,0
3.605551275463989,4,0,9
5.196152422706632,1,25,1
3.3166247903554,1,1,9
4.123105625617661,16,0,1
4.123105625617661,4,9,4
4.123105625617661,0,1,16
3.605551275463989,9,0,4
6.082762530298219,0,1,36
5.0,9,0,16
4.358898943540674,1,9,9
