c,x,y,z
0,3.6,3.95,5.75
1,2.05,3.0,17.85
2,4.45,4.45,14.3
3,2.2,1.85,8.05
4,4.15,2.5,16.45
5,2.4,2.85,14.45
6,4.0,4.25,11.55
7,2.7,1.3,7.0
8,1.6,1.35,2.15
9,3.9,3.35,10.65
10,1.25,2.45,5.5
11,2.3,5.3,2.5
12,3.9,5.3,19.0
13,5.0,2.5,11.5
14,2.3,1.05,14.05
15,2.5,3.85,11.95
16,2.65,2.35,5.1
17,1.7,3.95,10.05
18,1.95,1.95,17.9
19,3.15,2.0,13.35
20,3.0,3.55,8.75
21,2.3,3.8,3.6
22,3.45,1.95,1.3
23,3.7,3.65,3.15
24,1.65,4.35,5.3
25,1.15,1.15,6.3
26,3.8,2.95,9.25
27,3.5,5.0,17.8
28,3.0,1.8,10.1
29,5.25,3.1,7.65
30,3.7,3.55,17.85
31,2.4,2.15,1.95
32,3.15,2.65,17.5
33,2.45,3.55,5.8
34,4.0,2.75,2.75
35,4.8,3.65,5.25
