c,x,y,z
0,2.5,6.05,10.35
1,2.0,4.35,13.35
2,0.75,4.7,2.05
3,2.1,4.45,9.15
4,6.2,4.35,9.15
5,2.4,1.3,10.2
6,3.45,5.65,9.6
7,1.05,2.7,11.15
8,4.6,5.75,18.75
9,1.15,5.75,5.7
10,3.45,5.7,4.45
11,5.4,2.75,9.75
12,5.5,1.65,2.45
13,3.2,0.9,13.5
14,1.3,2.35,4.05
15,4.8,2.95,5.25
16,5.55,2.45,17.2
17,4.85,3.05,9.9
18,3.05,4.7,16.55
19,5.85,5.35,5.0
20,0.9,1.95,18.05
21,3.65,3.7,7.35
22,2.75,4.55,18.7
23,3.65,1.15,18.1
24,6.35,1.45,13.9
25,1.25,5.2,16.25
26,2.35,2.6,13.85
27,5.95,4.6,1.15
28,3.0,1.35,0.85
29,1.65,4.45,1.5
30,1.8,1.9,5.9
31,3.7,4.45,1.95
32,3.25,3.8,10.45
33,4.75,0.85,6.1
34,4.05,1.6,16.05
35,5.75,5.15,14.0
