c,x,y,z
0,2.05,4.8,4.35
1,4.5,2.5,14.0
2,1.55,3.2,17.15
3,3.8,4.95,15.95
4,2.05,5.0,15.95
5,1.05,2.65,10.6
6,2.45,3.9,6.25
7,1.85,4.45,4.6
8,6.4,2.2,6.7
9,4.45,2.5,14.35
10,4.7,0.8,13.8
11,3.15,1.25,16.4
12,5.8,2.65,8.55
13,2.6,4.85,10.55
14,3.7,3.45,13.65
15,4.55,1.0,15.85
16,4.65,2.4,7.15
17,5.0,4.1,17.6
18,0.8,3.0,17.1
19,3.7,4.45,1.95
20,5.6,2.0,12.8
21,5.6,4.65,9.65
22,5.65,4.55,4.1
23,3.85,3.55,14.1
24,3.45,5.65,10.4
25,4.75,4.9,16.85
26,4.8,4.6,12.1
27,5.65,5.3,16.55
28,4.8,5.5,11.0
29,3.2,1.1,13.5
30,4.75,4.5,5.35
31,5.05,2.6,13.15
32,1.1,4.75,5.95
33,4.5,3.7,6.3
34,0.85,4.4,2.25
35,2.8,2.2,7.2
