c,x,y,z
0,3.75654,2.69317,13.5
1,6.66625,3.85137,1.05242
2,1.23342,6.80138,11.95388
3,6.38018,4.44354,0.78393
4,4.92394,3.44456,7.26
5,4.13253,5.6497,9.30151
6,3.77761,0.73847,12.50479
7,1.6884,5.37407,5.04919
8,6.58835,3.85746,6.8494
9,2.38735,3.98738,9.449
10,2.5,6.18917,17.44399
11,6.57809,7.24051,4.65144
12,7.29314,2.16026,9.85282
13,7.13121,4.78962,12.16121
14,6.95322,6.7261,7.67861
15,2.69246,5.98209,15.60222
16,1.91142,4.29749,9.70326
17,0.96368,4.1626,18.77795
18,5.64435,7.19888,6.66105
19,4.77742,7.05458,10.11638
20,7.08822,3.11805,7.28207
21,7.33811,1.61025,2.44997
22,6.86938,1.55013,14.89733
23,1.04084,0.2869,4.00238
24,7.33146,4.53765,7.70326
25,5.13692,4.94402,3.2455
26,5.90243,4.26146,3.85632
27,3.62682,3.44106,6.14943
28,5.40521,2.12208,10.5
29,5.38403,4.02243,13.1421
30,1.44582,3.07606,17.34928
31,2.6317,2.44106,7.69849
32,5.1585,4.7609,16.79957
33,4.13253,4.94402,13.20398
34,1.03743,1.03859,6.58874
35,4.00044,0.50025,8.094
