Re,Rx2,Ry2,Rz2
6.726812023536855,9.0,16,20.25
4.358898943540674,9,9,1.0
1.0,0,1,0
4.387482193696061,6.25,4,9
1.0,0,0.0,1
3.9370039370059056,1,2.25,12.25
5.024937810560445,20.25,4.0,1
4.58257569495584,1,16.0,4
7.762087348130012,4,56.25,0
6.576473218982953,42.25,1,0
4.58257569495584,1,16,4
4.5,12.25,4,4
2.692582403567252,6.25,0,1
2.23606797749979,1,0,4.0
4.716990566028302,9,12.25,1
5.70087712549569,12.25,20.25,0
5.024937810560445,1,4,20.25
4.387482193696061,4,6.25,9
2.692582403567252,6.25,0,1
2.692582403567252,0.0,6.25,1
4.8218253804964775,6.25,16,1
3.0,0.0,0,9
6.59545297913646,12.25,1,30.25
1.7320508075688772,1,1.0,1
5.0,0,16,9
5.244044240850758,6.25,20.25,1
2.5,0,4,2.25
6.18465843842649,12.25,1.0,25
4.123105625617661,0.0,1.0,16
5.744562646538029,1,16,16
2.0615528128088303,1,2.25,1
5.196152422706632,25,1,1
4.123105625617661,0,16,1
3.5,12.25,0.0,0
5.024937810560445,1,20.25,4
3.605551275463989,4.0,9.0,0
