Re,Rx2,Ry2,Rz2
1.7320508075688772,1,1,1
2.692582403567252,0,1,6.25
1.7320508075688772,1,1,1.0
5.385164807134504,9,4,16
4.031128874149275,0,12.25,4
3.905124837953327,6.25,0,9
6.18465843842649,4,30.25,4
3.3541019662496847,4,6.25,1
5.744562646538029,4,25,4
6.103277807866851,1,20.25,16
7.632168761236874,1,56.25,1
4.5,4,4,12.25
4.716990566028302,9,1.0,12.25
4.58257569495584,1,16,4
3.5,9,1.0,2.25
3.3166247903554,1.0,1,9
4.031128874149275,4.0,12.25,0
5.024937810560445,4,20.25,1
3.3541019662496847,6.25,4,1
4.5,2.25,9,9
2.23606797749979,1,0.0,4
3.3166247903554,1,9,1
4.123105625617661,16,0,1
2.23606797749979,1,4.0,0
1.0,0,0,1
5.5901699437494745,9,6.25,16.0
4.123105625617661,1,0,16
5.385164807134504,16,9,4
5.049752469181039,12.25,1,12.25
6.041522986797286,30.25,6.25,0
4.743416490252569,12.25,6.25,4.0
2.5,2.25,0.0,4
3.3541019662496847,4,6.25,1
2.692582403567252,1,0.0,6.25
5.385164807134504,4,9,16
5.024937810560445,20.25,1,4
