c,x,y,z
0,4.91412,4.96193,2.09681
1,0.62032,4.58667,11.55003
2,4.51795,5.82798,18.74592
3,1.02742,0.47042,8.38092
4,0.21787,0.13559,1.27931
5,2.14162,4.64958,18.38714
6,2.01897,1.28749,13.03625
7,5.5,3.6194,5.85384
8,0.7836,6.40989,4.66974
9,1.78254,3.28799,6.90123
10,0.42897,2.19855,9.34925
11,4.17223,1.01688,16.25027
12,2.7347,4.5,4.64213
13,0.39106,3.33383,18.0621
14,5.17317,5.93247,5.2024
15,2.38536,3.90873,0.75359
16,3.26691,4.05705,9.95407
17,4.43528,1.34741,12.99233
18,5.80789,1.31719,13.76108
19,2.41544,2.83003,16.84891
20,6.38288,2.46283,16.55054
21,2.53348,5.78121,15.0
22,4.91149,5.45545,9.39971
23,4.24845,1.99808,8.58173
24,5.172,0.39303,8.81304
25,0.88781,2.25816,14.11996
26,5.69953,6.5,14.24513
27,3.25932,5.91211,6.15728
28,2.75718,1.89303,17.55028
29,3.47042,5.60651,11.70039
30,3.32394,2.57993,2.00362
31,3.76073,6.21151,0.7976
32,2.37402,0.99799,6.0755
33,6.58976,3.87844,13.19159
34,0.85457,1.58527,3.21394
35,5.12579,0.62019,20.0
