Re,Rx2,Ry2,Rz2
3.905124837953327,9,6.25,0
5.70087712549569,20.25,0.0,12.25
5.852349955359813,0,30.25,4
4.031128874149275,12.25,0,4
4.6097722286464435,1,20.25,0
2.23606797749979,1.0,0,4
2.0615528128088303,1,2.25,1
4.123105625617661,0.0,1,16
3.3166247903554,1,1,9
2.692582403567252,1,0.0,6.25
3.3541019662496847,4,6.25,1
4.031128874149275,0.0,12.25,4
1.7320508075688772,1,1,1.0
3.3541019662496847,6.25,1.0,4
3.3541019662496847,1,6.25,4
3.605551275463989,4.0,0.0,9
3.5,1,2.25,9
2.23606797749979,0,4.0,1
4.031128874149275,12.25,0.0,4
6.103277807866851,1.0,20.25,16
4.58257569495584,1.0,4,16
6.4031242374328485,1,4,36
3.605551275463989,0.0,9.0,4
2.23606797749979,0,4.0,1
3.3541019662496847,1.0,6.25,4
3.605551275463989,4.0,9,0
4.6097722286464435,0,20.25,1
3.0,0,9,0
3.605551275463989,9,0,4
3.3541019662496847,1,6.25,4
1.0,0,0.0,1
3.605551275463989,0,4,9
5.678908345800274,30.25,1,1
3.0,0,0,9
2.9154759474226504,2.25,6.25,0
5.5901699437494745,6.25,0,25
