c,x,y,z
0,6.56233,7.18482,20.06327
1,4.06315,2.36364,14.28651
2,3.86747,4.18316,4.59934
3,6.03077,4.60199,3.56243
4,6.89991,4.01818,9.35329
5,0.63056,0.0876,7.884
6,4.98182,0.14805,10.65761
7,3.65545,0.51213,3.28881
8,2.33834,3.08234,9.84586
9,4.74479,3.75654,1.6529
10,1.00973,3.10048,11.34315
11,0.43342,3.50089,13.25388
12,5.30339,1.3116,6.49524
13,6.04672,3.02701,20.03367
14,0.42794,6.16498,11.15414
15,4.01952,2.74721,3.13658
16,3.29749,3.90443,3.19991
17,3.74464,1.10601,11.15524
18,2.66685,5.08858,12.9817
19,5.58819,4.3116,3.48927
20,1.64018,1.91142,0.79868
21,3.77506,1.62164,12.35188
22,4.5181,2.76482,6.80107
23,5.5,2.88652,16.09887
24,3.5,1.5518,0.02745
25,2.76193,3.21416,16.80151
26,2.10244,2.94061,4.24425
27,5.10508,2.81944,1.57482
28,1.85304,3.45133,5.45052
29,1.03725,4.0,14.05613
30,5.47329,3.26146,0.33364
31,5.6497,3.48033,19.46648
32,3.68291,1.9388,6.79632
33,3.44354,5.96323,3.08637
34,1.5,5.86245,2.99755
35,1.38741,6.81061,9.28435
