Re,Rx2,Ry2,Rz2
7.158910531638177,0,42.25,9
1.7320508075688772,1.0,1.0,1
6.34428877022476,9,30.25,1
3.9370039370059056,12.25,1,2.25
6.576473218982953,42.25,1,0.0
3.774917217635375,12.25,1,1
2.23606797749979,0,1,4
2.23606797749979,4,0.0,1
2.23606797749979,0,4,1.0
5.678908345800274,1,1,30.25
10.307764064044152,1.0,56.25,49
3.0,4,1,4.0
2.23606797749979,4.0,1.0,0
3.0,0,9.0,0
5.5,30.25,0,0
8.336666000266533,56.25,12.25,1
3.0,1.0,4,4
5.0,0,9,16
7.0178344238090995,25,20.25,4
5.0,16,9,0
3.3166247903554,9,1,1
4.387482193696061,9,4.0,6.25
4.358898943540674,9,1.0,9
1.0,1.0,0,0
2.692582403567252,1,6.25,0
4.031128874149275,0,12.25,4
1.0,1,0,0
7.176350047203662,6.25,20.25,25
2.0615528128088303,2.25,1,1
4.031128874149275,12.25,4,0
5.024937810560445,20.25,1,4.0
2.692582403567252,6.25,1,0
5.024937810560445,20.25,1,4
3.5,0,12.25,0
5.408326913195984,20.25,0,9
3.0,4,1.0,4
